Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-03,1463.6600341796875,1464.75,1452.6400146484375,1455.3199462890625,244613600,0.0,0.0
2025-01-02,1453.56005859375,1464.780029296875,1446.06005859375,1464.6600341796875,242414500,0.0,0.0
2024-12-31,1442.6800537109375,1453.7099609375,1440.77001953125,1453.6700439453125,149031100,0.0,0.0
2024-12-30,1449.8900146484375,1452.6400146484375,1440.4599609375,1443.2099609375,180134000,0.0,0.0
2024-12-27,1438.75,1450.3299560546875,1436.780029296875,1450.27001953125,203346300,0.0,0.0
2024-12-24,1436.2099609375,1443.4300537109375,1436.2099609375,1438.8499755859375,133777900,0.0,0.0
2024-12-23,1436.9100341796875,1439.25,1428.9300537109375,1435.8699951171875,183332100,0.0,0.0
2024-12-20,1438.6700439453125,1438.6700439453125,1419.989990234375,1436.8800048828125,625256000,0.0,0.0
2024-12-19,1457.4300537109375,1457.4300537109375,1437.43994140625,1441.02001953125,333312600,0.0,0.0
2024-12-18,1455.47998046875,1463.239990234375,1455.47998046875,1460.6500244140625,282686800,0.0,0.0
2024-12-17,1457.260009765625,1460.219970703125,1449.8800048828125,1455.47998046875,341064100,0.0,0.0
2024-12-16,1466.6500244140625,1466.6500244140625,1456.6600341796875,1459.5699462890625,379966200,0.0,0.0
2024-12-13,1466.969970703125,1473.8599853515625,1464.47998046875,1467.0699462890625,271881500,0.0,0.0
2024-12-12,1467.9100341796875,1472.8199462890625,1466.6400146484375,1467.2900390625,264982300,0.0,0.0
2024-12-11,1462.0400390625,1469.7099609375,1460.219970703125,1467.449951171875,262395300,0.0,0.0
2024-12-10,1469.0400390625,1469.25,1461.5,1462.3900146484375,242695500,0.0,0.0
2024-12-09,1465.949951171875,1474.3599853515625,1465.1199951171875,1469.6800537109375,272142100,0.0,0.0
2024-12-06,1461.3399658203125,1469.5999755859375,1460.9200439453125,1465.4300537109375,286613100,0.0,0.0
2024-12-05,1454.8399658203125,1462.969970703125,1453.02001953125,1461.3299560546875,330998500,0.0,0.0
2024-12-04,1448.0699462890625,1461.219970703125,1448.0699462890625,1454.8900146484375,295567500,0.0,0.0
2024-12-03,1438.8800048828125,1454.9300537109375,1438.8800048828125,1447.77001953125,300783200,0.0,0.0
2024-12-02,1436.4300537109375,1444.260009765625,1427.4200439453125,1439.18994140625,335724300,0.0,0.0
2024-11-29,1428.9100341796875,1440.550048828125,1424.9300537109375,1439.3399658203125,250275300,0.0,0.0
2024-11-28,1421.1800537109375,1435.0400390625,1421.1800537109375,1429.550048828125,189555200,0.0,0.0
2024-11-27,1427.6800537109375,1427.6800537109375,1413.469970703125,1421.219970703125,284654000,0.0,0.0
2024-11-26,1440.8699951171875,1440.8699951171875,1426.989990234375,1428.1199951171875,294206000,0.0,0.0
2024-11-25,1443.969970703125,1453.6099853515625,1440.18994140625,1442.52001953125,587745200,0.0,0.0
2024-11-22,1437.0899658203125,1446.739990234375,1426.93994140625,1443.6099853515625,333732300,0.0,0.0
2024-11-21,1426.52001953125,1435.31005859375,1415.1800537109375,1434.6700439453125,257440700,0.0,0.0
2024-11-20,1430.6300048828125,1439.4200439453125,1423.3499755859375,1426.5999755859375,237939200,0.0,0.0
2024-11-19,1438.1099853515625,1443.6300048828125,1414.1400146484375,1430.3199462890625,335427600,0.0,0.0
2024-11-18,1439.06005859375,1439.81005859375,1428.1600341796875,1438.1700439453125,279100000,0.0,0.0
2024-11-15,1449.06005859375,1449.969970703125,1439.18994140625,1439.989990234375,321996700,0.0,0.0
2024-11-14,1434.1600341796875,1453.5400390625,1434.1600341796875,1452.9200439453125,309332800,0.0,0.0
2024-11-13,1431.3699951171875,1435.199951171875,1419.8299560546875,1429.8800048828125,285117500,0.0,0.0
2024-11-12,1458.760009765625,1458.760009765625,1432.1500244140625,1432.1500244140625,350555000,0.0,0.0
2024-11-11,1445.6700439453125,1463.550048828125,1445.6700439453125,1459.719970703125,246914300,0.0,0.0
2024-11-08,1453.1099853515625,1456.6400146484375,1440.2099609375,1443.8900146484375,338346500,0.0,0.0
2024-11-07,1446.7099609375,1457.530029296875,1446.7099609375,1452.7900390625,408626900,0.0,0.0
2024-11-06,1460.6099853515625,1481.1099853515625,1441.0699462890625,1445.199951171875,509324200,0.0,0.0
2024-11-05,1453.199951171875,1460.239990234375,1450.6500244140625,1458.8399658203125,260890200,0.0,0.0
2024-11-04,1459.31005859375,1465.25,1453.6600341796875,1453.68994140625,272145600,0.0,0.0
2024-11-01,1445.4300537109375,1463.7099609375,1445.4300537109375,1459.6600341796875,289100000,0.0,0.0
2024-10-31,1455.5999755859375,1455.5999755859375,1438.3499755859375,1445.489990234375,409128500,0.0,0.0
2024-10-30,1474.6099853515625,1474.6099853515625,1454.81005859375,1458.6099853515625,338503800,0.0,0.0
2024-10-29,1482.8199462890625,1491.68994140625,1475.280029296875,1476.1400146484375,262902100,0.0,0.0
2024-10-28,1481.8399658203125,1485.219970703125,1471.530029296875,1482.22998046875,260270300,0.0,0.0
2024-10-25,1477.1700439453125,1483.47998046875,1471.5799560546875,1480.4599609375,213669800,0.0,0.0
2024-10-24,1477.3499755859375,1488.3900146484375,1477.3499755859375,1477.72998046875,234730800,0.0,0.0
2024-10-23,1482.6400146484375,1487.4300537109375,1475.3199462890625,1477.199951171875,229159900,0.0,0.0
